Species,Species_full,ID,Sex,Date,Set,Attempt,Playback,Number,Time,Response,Notes,Reviewed,Exclude,call_duration,peak_freq,min_freq,max_freq,bandw,entropy,peaks,pulses_call,calls_callgroup,sum_pulse_duration_callgroup,duration_callgroup,call_rate_used,duty_cycle,file_time_with_sound
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,Q. gigas,4,19:05,2,"oriented near end, groomed throughout before",,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Lamp_brach,Lampronycteris brachiotis,Patricia,F,6/3/19,3,1,Z. smaragdina,16,20:41,2,oriented theh ehad anyway,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,Q. gigas,9,22:30,1,orienting? Neoconocephalus outside review: ambiguous,Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Micr_hirs,Micronycteris hirsuta,Buddha,M,11/8/18,1,1,Beetle flight,5,19:07,2,otherwise sleeping,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Glyp_davi,Glyphonycteris daviesi,Glyph_davi_1,M,3/17/19,1,1,Acla sp.,12,19:58,0,out of frame but could see with eyes,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,P. pustulosus,12,22:46,1,outside chorus was responding regularly,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Trac_cirr,Trachops cirrhosus,Chundu,M,12/6/18,3,1,D. ebraccatus,7,22:25,0,Pareciera estar dormido,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Micr_micr,Micronycteris microtis,2- Right Butt,M,11/28/18,2,1,Q. gigas,11,19:24,4,"Paso 2 veces, revisar la otra camara. Trial begins about 8:36 on cam 2 ON REVIEW: STRONG clear 4, at 8:42 and 9:29. good video (cam 2)",Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Tona_saur,Tonatia saurophila,Tona_saur_01,M,1/4/19,3,1,Z. smaragdina,8,19:35,1,"pause before start, 2 starts",,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Lamp_brach,Lampronycteris brachiotis,lamp_brach_02 / Rocky / Spock,M,1/29/19,2,1,H. frenatus,9,20:13,0,perched and grooming,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,Acla sp.,18,23:19,0,Perdio al final del video ,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Lonc_auri,Lonchorina aurita,Rey Gales,M,11/1/18,2,1,Q. gigas,12,22:01,2,Perdio el murcielago en el video al inicio.,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Trac_cirr,Trachops cirrhosus,Feisty,M,7/18/18,2,1,Anaxipha sp. ,12,19:59,0,perdio el seguimiento del murcielago,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Trac_cirr,Trachops cirrhosus,Feisty,M,7/18/18,2,1,S. sila,7,19:45,2,perdio interes despues de 4 llamadas,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Glyp_davi,Glyphonycteris daviesi,Glyph_davi_1,M,3/17/19,1,1,Moth sounds,extra,,4,"perhaps approached once. Also, forgot to tag camera beforehand  On review: (m2U0085- very obvious approach! Good video )",Y,,Yes,,,,,,,,,,,,,
Trac_cirr,Trachops cirrhosus,Lucy 2018-20,F,11/13/18,2,1,D. ebraccatus,21,20:16,2,pero menos al fin,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,Z. smaragdina,15,22:52,1,playback is maybe skipping?,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Phyl_hast,Phyllostomus hastatus,Zazoo,M,2/2/19,2,1,T. rapicauda,5,19:43,2,playback skipping?,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Trin_nice,Trinycteris nicefori,Gillian,M,4/11/19,1,1,Acla sp.,4,23:31,1,playe long to confirmd,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Phyl_hast,Phyllostomus hastatus,Caliban,M,2/1/19,3,1,Aclodes sp.,9,2231,0,played all the sonic calls together before start,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Tona_saur,Tonatia saurophila,Tona_saur_02,M,6/24/19,NA,2,Frog hopping,9,19:51,0,"played more aout at 20""12",,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,T. subfalcata,17,20:44,2,"played to the song ""I just can't get enough""",,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,S. sila,14,22:36,0,"posiblemente 1, revisar video - ON REVIEW: 0 confirmed",Y,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Micr_micr,Micronycteris microtis,6- Left Butt,M,11/29/18,3,1,Z. smaragdina,4,21:53,0,Posiblemente 3 - On review: cam 1 terrible video- in flight at start. Cam 2 at ~10:30- no evidence of 3.  I don’t think you can tell anything from this video- exclude,Y,1,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,Beetle flight,R-10,19:49,2,"Posiblemente 3 revisar cam 2 on review: cam 2 22:05 beginning, no sign of bat, leaving at 2",Y,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Micr_micr,Micronycteris microtis,3- Right Butt_F,F,2018--11-29,3,1,Mouse rustles,12,19:20,3,"Posiblemente 3, revisar video  on review: 3 (was 1)  (cam 2 vid 2 0:53) ",Y,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Micr_hirs,Micronycteris hirsuta,Micr_hirs_2/Dex,M,11/18/18,3,1,H. fleishmanni,10,,1,"posiblemente 3, revisar video. Loud things falling on roof. On review: 1 at most",Y,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,T. subfalcata,1,19:38,0,"Posiblemente 4, revisar video. ~ 1:35 cam2. on review: 1 at most, didn't fly towards speaker, probably 0 (was 1)",Y,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,Z. smaragdina,12,20:22,2,"Posiblemente 4, revisar video. On review: 2 remains, no clear evidence of 4",Y,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Arti_jama,Artibeus jamaicensis,Arti_jama_4,M,9/29/18,4,1,Anaxipha sp. ,13,23:30,0,posiblemente dormido,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Trac_cirr,Trachops cirrhosus,Trac_cirr_9/ Rasputin,M,11/2/18,2,1,Frog hopping,18,19:35,0,possible moment where he stopped to listen during grooming,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_hast,Phyllostomus hastatus,Caliban,M,2/1/19,3,1,T. subfalcata,1,2159,0,possibly 1,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Loph_silv,Lophostoma silvicolum,Constantine,M,5/21/19,3,1,H. frenatus,20,20:20,0,"possibly 1, review on review: keep it 0",Y,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,Mouse rustles,13,7:59,1,"possibly more… review START ~ 45:51 CAM 2 VID 1 ON REVIEW: LEAVE AT 1- flighty, but no approach",Y,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Loph_silv,Lophostoma silvicolum,Constantine,M,5/21/19,3,1,C. wheeleri,7,19:35,2,possibly redo,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Trin_nice,Trinycteris nicefori,Naranjo,M,4/8/19,2,1,Z. smaragdina,2,22:47,0,posssbily small 1,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Arti_jama,Artibeus jamaicensis,Arti_jama_7,M,10/3/18,2,1,Beetle flight,21,23:12,1,prestando atencion a otros sonidos de la jaula,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Phyl_hast,Phyllostomus hastatus,Caliban,M,2/1/19,3,1,Anaxipha sp. ,6,2221,2,pretty clear,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,T. subfalcata,1,0:16,0,pretty sleepy,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Phyl_hast,Phyllostomus hastatus,H0809,M,1/26/19,1,1,D. gigliotosi ,8,19:43,0,"probably 0, bat flying around. REVIEW: Prob between 41 and 44 min on cam 2. nothing clear here. 0. ",Y,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Loph_silv,Lophostoma silvicolum,Constantine,M,5/21/19,3,1,Acla sp.,14,19:59,0,"probably zero, grooming",,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_1,M,1/8/19,3,1,H. fleishmanni,4,21:40,0,"probably- flew around a bit, maybe review ON REVIEW: train passed- I think 0 (was 1)",Y,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Gard_cren,Gardnerycteris crenulatum,Otis_Redding,M,2/14/19,3,1,H. fleishmanni,7,22:11,0,"probably, still in flight",,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Arti_jama,Artibeus jamaicensis,Arti_jama_3,M,9/26/18,1,1,D. ebraccatus,16,20:45,1,"puede ser 2 revisar video ON REVIEW: 1 at most, may just beear twitching continuously",Y,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Loph_silv,Lophostoma silvicolum,Artax,M,10/16/18,1,1,T. subfalcata,14,22:52,1,puedes revisar on review: 1,Y,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Loph_silv,Lophostoma silvicolum,Constantine,M,5/21/19,3,1,A. spatulata,21,20:23,2,quickly went o 1 and stayed 1,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Tona_saur,Tonatia saurophila,Tona_saur_02,M,6/24/19,NA,2,D. diastema,5,19:38,0,raining a bit more,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Micr_hirs,Micronycteris hirsuta,Micr_hirs_1,M,8/14/18,2,1,H. fleishmanni,3,23:54,0,reacciono al sonido con sus orejas un poco posiblemente 1 (revisar video) y vocaliso. Cam 1 (m2U00129) @ 3:40- on review- 0,Y,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Trac_cirr,Trachops cirrhosus,Trachops Oct 4,M,10/4/18,3,1,H. frenatus,20,20:42,0,reacciono como 1 pero muy suabe,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Trac_cirr,Trachops cirrhosus,Trachops Oct 4,M,10/4/18,3,1,S. sila,21,20:45,1,reacciono como 2 pero muy suabe,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Micr_hirs,Micronycteris hirsuta,Joan_of_Arc,F,11/7/18,,1,P. pustulosus,5,21:55,0,"reacting to other sounds, flying around at end making social calls",,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Phyl_disc,Phyllostomus discolor,Mrs_Potts,F,1/14/19,3,1,Beetle flight,7,19:48,1,real - is it a good video?,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Phyl_hast,Phyllostomus hastatus,Caliban,M,2/1/19,3,1,Frog hopping,11,2238,2,"really ear twitching at end, no sure at what",,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Lamp_brach,Lampronycteris brachiotis,Patricia,F,6/3/19,3,1,Mouse rustles,11,20:18,0,"recording shut off midway-- hovering around sides, check camera 2 after start. Hard to film bc hovering all around me on review: video continues to enxt file, cam 2 just shows flying back and forth along call. 0",Y,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Micr_micr,Micronycteris microtis,Micr_micr_01,M,7/17/18,2,1,H. frenatus,6,1:47,0,recording sounds a bit choppy,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Loph_silv,Lophostoma silvicolum,Constantine,M,5/21/19,3,1,Q. gigas,16,20:05,2,redo,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Gard_cren,Gardnerycteris crenulatum,Jeremy,M,5/21/19,3,1,H. frenatus,7,22:37,4,"redo- missed second call. On review, definitely flies within a half meter, but again, just bombing around the cage top speed",Y,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Trin_nice,Trinycteris nicefori,Naranjo,M,4/8/19,2,1,S. sila,11,23:17,0,repeat? Spent most of time behind curtain,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Phyl_hast,Phyllostomus hastatus,Phyl_hast_03 / Ender,M,1/25/19,1,1,Anaxipha sp. ,11,19:39,0,repeated this one,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Phyl_hast,Phyllostomus hastatus,King Lear,M,2/1/19,?,1,Beetle flight,18,20:38,1,"repeated, first trial was communicating with bat outside",,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Arti_jama,Artibeus jamaicensis,Arti_jama_3,M,9/26/18,1,1,Q. gigas,8R,21:05,1,Repeticion,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,T. rapicauda,22R,23:36,0,Repeticion ,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Micr_micr,Micronycteris microtis,7- Blankie,,12/12/18,2,1,D. gigliotosi,9,19:05,0,"Repeticion del video en el mimo video, el sonido fallo.",,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Arti_jama,Artibeus jamaicensis,Arti_jama_01,M,9/26/18,2,1,Aclodes sp.,1,20:26,0,Repeticion sw la #1,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Trac_cirr,Trachops cirrhosus,Paula,F,7/30/18,4,1,D. diastema,21,20:43,0,repeticion*,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Phyl_hast,Phyllostomus hastatus,H0809,M,1/26/19,1,1,T. rapicauda,18,20:35,2,"replayed after, but those don’t count, no more than a 2",,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Phyl_hast,Phyllostomus hastatus,King Lear,M,2/1/19,?,1,D. ebraccatus,14,20:12:00 PM,1,"responded in beginning, is trying to snuggle back into the fluffy bag",,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Arti_jama,Artibeus jamaicensis,Arti_jama_6,M,10/3/18,2,1,H. frenatus,11,20:10,1,responded to both though was crawling,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_1,M,1/8/19,3,1,C. wheeleri,2,21:21,0,responded to sneeze,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Trac_cirr,Trachops cirrhosus,Trachops Oct 4,M,10/4/18,3,1,White noise,2,19:33,1,respondio mas fuerte a los 30 segundos ,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Lonc_auri,Lonchorina aurita,Lonc_auri_01,M,7/23/18,2,1,Frog hopping,2,21:41,1,"respondio, pero no se oriento bien. Las orejas no las mueven mucho, parece un movimiento fijo.",,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Phyl_disc,Phyllostomus discolor,02-Gaston,M,1/15/19,3,1,T. subfalcata,15,12:03,0,responds to social/alarm call of other phys discolor in other flight cage at end,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Arti_jama,Artibeus jamaicensis,Arti_jama_5,F,10/2/18,1,1,Mouse rustles,17,23:18,0,responsed to a real hemidactylus in the cage however,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Phyl_hast,Phyllostomus hastatus,King Lear,M,2/1/19,?,1,Q. gigas,r3,21:01,2,responsive and facing towards the call,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Gard_cren,Gardnerycteris crenulatum,Caleb,M,7/3/19,3,1,Z. smaragdina,11,22:18,0,"restless on wall, doing something with wing. Flew out near start, not directional",,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Trac_cirr,Trachops cirrhosus,Lucy 2018-20,F,11/13/18,2,1,P. pustulosus,19,20:04,2,"revew, flying around, not clear if she approached, definitely interested. Took a while to start becayse kept flying behing the curtain. REVIEW: 27:25 in vid 2 cam2. I think ",Y,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Gard_cren,Gardnerycteris crenulatum,Jeremy,M,5/21/19,3,1,P. pustulosus,12,22:53,4,"review - cam 2 vid 1 trial starts at ~41:15, @1:10 cam 1, 42:07 cam 2, hovers over leaves- (more over ultrasonic speaker? Same in anaxipha trial?)",Y,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Gard_cren,Gardnerycteris crenulatum,Jeremy,M,5/21/19,3,1,Anaxipha sp. ,8,22:41,4,"review - flying at starts- cam 2 vid 1 trial starts at ~ 28:43 , on review: at 29:22 hovers near speaker",Y,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Phyl_disc,Phyllostomus discolor,05 - The Giant,M,1/25/19,3,1,D. gigliotosi ,3,22:29,0,REVIEW - on reivew 0 (was 1),Y,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Trin_nice,Trinycteris nicefori,Naranjo,M,4/8/19,2,1,D. gigliotosi ,9,23:09,0,review - on review 0 that I can tell (was 1),Y,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,Mouse rustles,8,20:11,2,"review - on review, 2 (no change) light rain, but seems alert",Y,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Arti_jama,Artibeus jamaicensis,Arti_jama_02,M,9/26/18,3,1,Z. smaragdina,11,22:21,0,review - on review: 0 (was 1). At most verrry tiny right at start- mostly resting,Y,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Micr_schm,Micronycteris schmidtorum,Micr_schm_1,M,6/17/19,1,1,Anaxipha sp. ,9,20:08,0,"review - ON REVIEW: 0, no change",Y,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Arti_jama,Artibeus jamaicensis,Arti_jama_02,M,9/26/18,3,1,Q. gigas,13,22:27,1,review - on review: 1 (was 0),Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,T. rapicauda,14,20:34,2,"review - ON REVIEW: no change, 2 is good. Fine video, still on wall, bat still alert, light rain",Y,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Tona_saur,Tonatia saurophila,Tona_saur_01,M,1/4/19,3,1,Q. gigas,22- repeat,0:00,0,REVIEW - on review: solid 0,Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Trac_cirr,Trachops cirrhosus,Squirt,F,7/20/18,3,1,Q. gigas,1,19:23,2,"review - on review: yes, kept it 2- at beginning, though habituated over trial",Y,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Gard_cren,Gardnerycteris crenulatum,Jeremy,M,5/21/19,3,1,H. frenatus,22,23:27,0,"review - starts ~22:24 cam2 vid2, on review: keep it 0",Y,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,D. ebraccatus,18,23:04,0,"review cam 2: around 1:30 cam2 vid 2. if 3 is a thing maybe 3, landed on the tablecloth in th eback. - on review: kept 0. looks like it was drinking, flew down a few times",Y,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Trac_cirr,Trachops cirrhosus,Trac_cirr_9/ Rasputin,M,11/2/18,2,1,White noise,12,19:11,0,"review camera - review: 0 confirmed, maybe very small twitches at start, but not obvious",Y,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Phyl_disc,Phyllostomus discolor,02-Gaston,M,1/15/19,3,1,Beetle flight,16,12:06,0,"review camera - REVIEW: I think 0, mostly grooming (was 1)",Y,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Gard_cren,Gardnerycteris crenulatum,Jeremy,M,5/21/19,3,1,Z. smaragdina,3,22:24,3,"review camera 2, still flying; ON REVIEW - cam 1 1:33 passed close (12:45 cam 2?) (right before trial cam 2 10:22 bat hovers over leaves, between trials). I think bat is just passing by, but 3 (was 0)",Y,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Trac_cirr,Trachops cirrhosus,Coco,M,11/14/18,1,1,D. ebraccatus,2,19:01,3,"review camera to judge between 3 or 4. Visually I saw it fly towards the speaker, but unsure if it was .5 a meter, might have been right on the edge-  reviewed, flew twards, but not within .5 m",Y,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Phyl_disc,Phyllostomus discolor,03- Rafiki,M,1/15/19,3,1,Anaxipha sp. ,2,19:20,0,"review camera, appears to be paying attention to many sounds; on review- no obvious change, but ear twitching to lots and lots of sounds in the area. Possible that was responding",Y,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Trac_cirr,Trachops cirrhosus,Coco,M,11/14/18,1,1,Z. smaragdina,8,19:27,3,"review camera, flew above and around speakers for entire call, but never within .5 meters. REVIEW: 29:53 on cam 2. High interest, approach after orientation, not within .5 m. ",Y,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Trac_cirr,Trachops cirrhosus,Coco,M,11/14/18,1,1,V. zederstedi,13,19:48,0,"review camera, ON REVIEW: 0 confirmed",Y,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Trac_cirr,Trachops cirrhosus,Trac_cirr_9/ Rasputin,M,11/2/18,2,1,V. zederstedi,7,18:54,0,"review camera, wrote time wrong on white board ; on review, 0 (was 1) , barely any response, and not in time with calls",Y,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Micr_hirs,Micronycteris hirsuta,Mother_Theresa,F,11/9/18,2,1,Mouse rustles,14,19:50,1,"review camera,looked at sound, but maybe didn't ""orient"" - video missing- appears not to have recorded at all bc video numbers are in order. Exclude",Y,1,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
